Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
0,30,1,1,1,1440,0,0,4,3,5,3,2,5,3,5,3,3,4,3,3,4,0
0,48,1,1,1,719,4,0,4,2,4,4,3,2,5,2,4,2,2,2,2,2,0
1,24,1,0,2,109,7,7,3,5,4,1,3,2,2,2,1,1,3,1,1,4,0
0,57,1,0,0,481,0,0,4,1,5,4,4,5,4,5,4,3,5,4,5,5,1
0,36,1,1,1,817,0,3,0,1,5,1,4,5,4,3,4,4,4,1,4,5,0
1,48,1,0,0,2209,6,3,3,3,5,3,3,5,1,5,5,2,5,3,5,5,1
0,46,1,1,2,692,0,0,5,0,5,5,4,1,4,0,5,5,1,1,1,1,0
0,58,1,0,0,1834,0,0,1,1,4,4,1,4,4,4,3,3,4,1,4,4,1
0,69,1,0,0,376,4,0,5,5,4,3,5,2,4,2,3,2,2,2,2,2,0
0,57,1,1,0,577,4,13,2,2,1,4,3,4,4,2,1,1,4,2,4,4,0
0,45,0,0,0,503,8,3,3,3,5,3,5,5,4,2,4,4,5,3,4,4,0
0,52,1,0,0,545,9,6,5,5,4,5,5,5,5,5,3,3,5,5,5,5,1
1,35,1,0,1,780,30,39,2,2,4,5,2,4,5,4,5,5,1,5,5,2,1
0,38,1,0,1,425,0,0,5,5,1,4,5,3,4,1,4,4,4,4,4,2,1
0,36,0,0,0,1014,2,2,3,3,5,3,4,3,3,3,3,3,5,3,3,5,0
0,48,1,0,0,2716,28,27,4,4,4,4,4,1,4,1,1,2,1,1,1,1,0
0,26,0,0,1,892,0,23,3,3,3,3,3,2,1,2,1,1,4,3,1,3,0
0,16,1,1,1,607,29,27,5,3,5,3,3,5,4,2,4,4,5,4,4,5,0
0,44,1,0,0,1710,0,0,4,4,1,1,4,5,5,5,2,4,5,4,5,5,1
1,36,0,0,0,140,4,11,1,1,2,1,3,4,5,3,5,5,4,1,5,3,0
1,55,1,0,1,599,12,2,1,1,1,2,1,3,2,5,2,2,1,2,2,3,1
1,21,0,0,1,396,0,0,0,3,4,3,2,5,2,2,2,2,5,3,2,4,0
1,47,1,1,1,772,27,32,4,2,2,2,1,1,4,3,4,4,3,2,4,3,0
1,57,1,1,1,212,0,0,2,3,3,3,1,3,2,2,2,2,1,3,2,2,0
0,61,1,1,1,820,15,6,4,3,2,3,3,5,3,3,4,2,5,3,5,5,0
0,39,1,0,0,529,0,0,1,1,2,3,1,3,3,3,2,2,3,3,3,3,0
1,58,1,1,2,1208,0,0,3,4,4,4,4,2,2,1,2,2,4,3,2,4,0
1,43,1,1,1,258,2,12,5,0,1,0,4,4,5,4,5,5,4,2,5,2,0
0,28,1,1,1,134,0,0,3,2,2,2,3,4,3,5,3,3,3,2,3,3,0
1,70,1,1,0,581,5,0,4,2,4,5,1,4,4,2,5,5,4,3,4,4,0
0,46,1,1,1,1046,0,0,4,4,4,3,3,5,3,4,5,1,5,4,5,5,0
1,58,1,1,1,102,0,0,2,2,2,2,4,2,2,1,2,2,4,2,2,4,0
0,54,1,0,1,679,0,0,2,4,4,3,2,2,3,2,2,1,2,2,2,2,0
1,70,1,1,1,109,0,0,5,3,1,3,1,1,5,1,5,5,5,3,5,5,0
0,24,0,0,1,448,0,0,5,4,3,4,2,1,2,4,2,2,1,4,2,5,1
1,67,1,1,1,1127,23,3,5,1,3,1,1,5,1,3,1,1,5,1,1,3,0
1,53,1,1,1,802,31,39,5,1,5,1,3,3,2,5,2,2,4,1,2,4,0
1,53,1,0,0,3153,16,11,4,4,2,4,4,3,4,3,1,3,3,1,3,1,0
0,20,1,1,1,1076,43,17,4,1,5,1,3,5,5,2,5,5,4,1,5,4,0
0,10,0,0,1,980,43,21,3,3,3,3,3,2,5,1,5,5,4,3,5,4,0
0,57,0,0,1,158,0,3,3,2,1,2,3,4,1,1,1,1,3,2,1,3,0
1,23,1,1,1,909,1,0,5,4,2,4,2,5,4,4,4,4,4,4,4,3,0
1,47,1,0,0,2066,0,0,5,5,5,5,5,4,5,4,3,3,4,5,4,4,1
1,27,1,0,1,462,0,0,3,3,3,4,3,4,4,1,4,4,4,4,4,2,1
1,33,1,1,2,166,0,0,4,5,3,5,4,5,1,2,1,1,4,5,1,5,1
1,39,1,1,1,1139,5,0,5,3,2,3,3,4,2,3,2,2,2,3,2,5,0
0,22,1,1,1,986,8,5,5,4,3,4,3,4,5,4,5,5,4,4,5,5,0
1,56,1,0,2,416,13,5,5,5,3,4,5,1,4,2,4,4,4,4,4,4,0
0,28,0,0,1,744,0,0,1,1,2,1,4,1,1,5,1,1,4,2,1,1,0
1,41,1,0,1,290,0,0,1,1,1,4,1,2,4,3,4,4,4,4,4,1,1
0,40,1,1,1,1121,0,0,5,3,3,3,4,3,3,4,3,3,4,2,3,4,0
1,58,1,0,0,458,0,0,2,2,4,4,2,4,5,4,3,5,4,2,4,4,1
1,69,1,1,1,1524,36,15,4,2,2,2,4,1,3,2,3,3,4,2,3,2,0
0,36,0,0,1,101,1,0,0,3,4,3,4,4,2,2,2,2,4,3,2,5,0
0,54,1,0,0,3098,0,0,1,1,5,5,1,4,5,4,4,3,4,1,4,4,1
0,48,1,0,0,245,0,0,5,5,1,4,5,1,3,1,4,4,1,1,1,1,0
0,13,1,1,1,501,0,0,4,3,4,3,4,4,2,3,2,2,4,3,2,5,0
0,35,1,0,1,1500,0,0,1,5,1,3,1,4,3,5,3,3,3,3,3,3,0
0,25,0,0,1,1242,0,7,4,4,2,4,4,4,4,3,4,4,4,3,4,4,0
1,51,1,0,1,332,0,0,1,1,2,4,1,1,4,3,4,4,3,4,4,5,1
1,13,1,1,1,612,0,0,3,3,5,3,3,3,2,5,2,2,3,3,2,3,0
0,46,0,0,1,413,0,0,3,4,2,4,3,3,2,3,2,2,4,4,2,4,0
1,46,1,1,1,237,0,0,4,0,5,0,5,5,1,5,1,1,5,0,1,5,1
0,54,1,0,0,2093,0,0,5,4,4,4,5,5,4,5,4,3,5,5,5,5,1
0,51,1,1,2,299,9,9,5,3,5,5,4,3,5,3,5,5,3,2,3,3,0
0,43,1,1,1,301,0,0,4,3,4,4,3,4,5,3,5,5,4,3,4,2,0
1,20,1,1,1,342,0,0,4,2,5,2,3,5,3,4,4,4,4,2,4,4,0
1,61,1,1,1,227,0,0,4,0,5,0,3,3,4,5,4,4,4,3,4,5,0
1,31,1,1,2,288,0,0,4,1,5,1,1,3,3,4,3,3,4,1,3,5,0
0,20,0,0,1,280,0,0,5,0,4,0,2,2,4,5,4,4,4,0,4,5,1
0,54,1,0,0,2584,14,0,3,3,4,5,3,2,5,2,4,2,2,3,2,2,1
0,29,1,0,0,697,15,12,2,2,2,4,2,3,4,1,4,4,2,4,4,3,0
0,59,0,0,1,408,18,20,1,2,4,2,4,2,4,4,4,4,3,3,4,3,0
0,24,1,0,2,931,4,0,1,1,1,5,1,1,4,4,5,5,4,5,5,2,1
0,49,1,0,0,3105,24,24,5,2,5,5,5,5,4,5,4,4,5,5,5,5,1
1,68,1,1,0,989,0,10,5,0,5,4,5,4,4,0,4,4,4,1,4,4,0
1,50,1,1,1,431,6,9,5,4,4,4,2,3,2,5,2,2,5,2,2,4,0
0,48,1,0,0,631,3,0,2,2,5,4,2,3,4,4,3,3,3,2,3,3,1
0,45,1,0,1,384,0,0,4,4,4,4,4,4,4,4,3,5,4,4,4,4,0
0,52,1,0,0,214,4,0,2,2,3,3,2,2,3,2,4,4,2,3,2,3,0
0,24,0,0,1,1141,8,3,4,4,1,4,3,3,2,5,2,2,4,4,2,4,0
1,62,1,0,2,1250,0,0,5,2,1,4,5,1,4,5,4,4,4,4,4,4,1
1,27,1,0,0,868,0,3,4,4,5,5,4,4,4,4,4,4,5,4,4,5,1
1,25,0,0,1,972,0,0,1,1,2,1,4,4,3,5,1,1,5,1,1,1,0
1,29,1,0,0,2978,0,0,4,4,4,5,4,3,5,4,5,5,4,4,5,5,1
0,13,1,1,2,733,0,0,2,1,1,1,4,3,3,4,3,3,4,1,3,3,0
0,40,1,0,0,2546,34,32,2,2,3,5,2,4,5,4,5,3,4,2,4,4,1
1,25,1,0,0,528,0,0,3,3,4,5,3,4,5,3,5,5,5,3,5,4,1
0,9,1,1,2,1849,0,7,1,3,2,3,2,2,2,2,2,2,2,3,2,3,0
1,24,0,0,1,719,0,0,1,1,3,1,4,2,2,5,2,2,4,1,2,3,0
1,62,1,0,0,3005,0,0,4,3,4,5,3,4,5,4,4,2,4,3,4,4,1
0,39,1,0,2,1114,0,0,2,2,2,2,2,2,2,2,2,2,4,2,2,4,0
0,58,1,0,0,1731,0,0,4,4,5,5,4,5,5,5,5,3,5,4,5,5,1
0,55,1,0,0,3016,0,0,4,1,4,4,4,4,4,4,4,5,4,4,4,4,1
0,28,1,1,1,975,16,12,4,3,4,3,4,2,1,4,3,3,4,3,3,2,0
0,54,1,0,0,2519,0,16,2,3,5,5,2,2,5,5,5,5,5,2,5,5,1
0,20,0,0,1,356,0,0,0,0,1,0,3,1,2,1,2,2,5,0,2,3,1
0,50,0,0,1,74,4,22,1,3,1,3,2,3,1,5,1,1,3,3,1,2,0
1,26,1,0,0,3032,12,0,1,1,4,5,1,4,5,3,5,5,5,1,5,5,1
0,38,1,0,0,2367,22,12,3,3,2,3,3,2,3,3,3,2,2,2,2,2,0
1,23,1,0,1,1258,0,5,3,3,3,2,3,2,2,2,2,2,3,2,2,3,0
1,56,1,0,1,692,9,0,1,1,2,2,1,4,2,4,2,2,2,2,2,3,0
0,30,1,0,0,2637,0,0,2,2,1,5,2,5,4,1,5,5,3,2,5,3,1
1,54,1,1,2,493,0,0,2,1,3,1,3,3,1,3,1,1,3,1,1,2,0
1,49,1,0,0,2592,1,0,3,4,3,5,4,4,5,4,5,2,4,4,4,4,1
1,34,0,0,1,669,0,0,1,1,3,1,3,3,5,3,5,5,3,1,5,4,0
1,29,1,1,1,377,0,0,4,0,4,0,2,4,4,2,4,4,5,0,4,5,1
0,44,1,0,0,738,0,0,1,1,4,5,1,5,5,5,4,4,5,1,5,5,1
1,20,0,0,1,408,0,0,0,3,4,3,4,5,3,2,3,3,4,3,3,5,0
0,40,1,0,0,964,0,0,3,3,5,5,3,5,5,5,5,5,5,3,5,5,1
1,47,0,0,1,77,0,0,1,4,3,4,3,3,1,2,1,1,3,4,1,3,0
0,25,1,0,0,2556,12,0,1,1,3,4,1,4,4,2,4,4,5,1,4,4,1
1,46,1,1,2,834,0,1,5,4,5,4,4,5,1,2,1,1,5,4,1,5,0
1,62,0,0,0,404,0,0,3,3,5,3,3,5,3,4,3,3,5,3,3,5,0
0,40,1,0,0,2600,26,9,5,5,5,4,5,5,4,5,5,4,5,5,5,5,1
0,41,1,1,1,737,21,26,4,3,5,3,2,3,3,4,3,3,5,3,3,4,0
0,48,1,0,0,1749,39,45,5,5,5,3,5,4,5,4,3,4,4,5,4,4,1
0,47,1,0,0,912,0,0,1,1,3,5,1,4,4,4,3,5,4,1,4,4,1
0,30,1,1,2,266,0,0,0,0,5,0,4,5,4,4,4,4,2,2,4,4,0
0,29,0,0,0,989,0,0,2,2,3,2,3,3,4,2,4,4,4,2,4,5,0
1,50,1,1,1,1522,0,6,4,3,4,3,3,4,3,3,3,3,5,3,3,4,0
0,30,1,1,2,1290,13,4,4,3,4,3,4,4,4,4,4,4,5,3,4,3,0
1,39,1,0,1,325,0,1,1,2,1,2,1,2,2,4,2,2,3,2,2,3,0
0,30,1,1,1,441,0,0,4,5,2,5,5,4,2,5,2,2,4,3,2,4,0
0,47,1,0,0,1773,0,4,3,3,3,5,3,4,5,4,4,3,4,3,4,4,1
1,28,1,1,1,173,0,0,4,0,4,0,2,4,5,5,5,5,4,2,5,4,0
0,36,0,0,1,190,0,0,0,3,4,3,5,2,3,2,3,3,4,4,3,4,0
1,52,1,1,1,310,0,0,5,4,3,4,2,5,2,5,2,2,4,2,2,5,0
1,32,1,0,0,2419,0,0,5,5,5,4,5,4,4,4,4,4,4,5,4,3,1
0,66,1,1,1,1444,0,0,4,5,5,5,1,5,4,5,5,2,5,5,5,4,1
0,21,0,0,1,1139,0,0,5,5,5,5,3,5,5,3,5,5,2,5,5,5,1
1,14,1,1,1,77,0,0,4,3,4,3,3,4,1,2,1,1,5,3,1,5,0
1,47,1,1,0,628,2,4,5,3,3,5,1,4,5,3,5,4,4,3,4,4,0
1,63,1,1,1,925,0,0,5,2,4,2,1,3,2,2,5,5,5,2,5,4,0
0,42,1,0,0,3175,0,0,2,2,4,4,2,4,4,4,4,4,4,2,4,4,1
0,23,1,0,1,109,0,0,3,0,4,0,2,3,3,2,3,3,4,0,3,1,1
0,66,1,0,1,2125,1,0,4,4,1,2,4,4,3,4,3,4,4,4,4,4,0
1,58,1,1,1,919,0,0,4,1,3,1,1,3,3,3,3,3,5,1,3,4,0
1,46,1,0,0,1404,0,0,5,5,1,1,5,2,2,2,1,5,2,5,2,2,1
0,46,1,0,0,2125,0,0,2,2,3,4,2,4,4,4,4,3,4,2,4,4,1
1,48,1,0,1,802,0,0,1,2,4,4,1,3,4,4,4,4,4,4,4,4,0
0,60,1,0,0,2435,0,0,3,3,3,3,3,2,4,2,4,5,2,2,2,2,0
0,68,1,1,0,606,0,7,4,3,5,5,5,2,5,3,3,4,2,3,2,2,0
0,60,1,0,1,241,0,0,5,5,2,5,5,5,2,5,5,5,5,5,5,5,1
1,25,0,0,0,474,0,0,0,3,3,3,5,1,2,2,2,2,4,3,2,5,0
1,50,1,0,1,536,0,0,1,1,4,2,1,3,1,2,1,1,3,2,1,4,0
1,22,0,0,1,337,2,0,4,3,5,3,3,3,3,4,3,3,5,3,3,4,0
0,27,0,0,0,1199,0,0,2,2,5,2,3,5,3,3,3,3,5,2,3,4,0
0,19,0,0,1,950,0,0,2,2,2,2,4,5,2,5,2,2,5,2,2,4,0
1,30,0,0,1,2422,38,28,5,5,5,4,2,2,5,5,2,2,2,4,2,4,0
0,52,1,1,1,200,0,0,3,0,2,3,4,5,3,0,4,3,5,3,5,5,0
1,36,1,1,2,862,0,0,4,5,4,5,3,5,4,3,4,4,4,5,4,4,1
1,34,1,1,2,604,0,0,5,5,3,5,2,3,2,3,3,3,4,5,3,4,1
0,22,1,0,0,552,5,14,3,3,2,3,3,4,3,1,3,3,4,3,3,3,0
1,51,1,1,1,787,0,0,4,1,5,1,2,3,3,5,3,3,5,2,3,4,0
0,41,1,1,1,255,2,0,3,2,1,2,4,4,3,2,3,3,4,2,3,3,0
0,41,0,0,0,353,0,0,4,4,1,5,2,1,1,4,1,1,4,5,1,1,1
0,24,0,0,0,255,0,0,0,5,4,5,1,5,4,3,3,3,5,5,3,4,1
0,51,1,1,1,615,0,0,4,2,1,3,3,2,4,2,1,2,2,2,2,2,0
0,46,1,1,1,366,0,0,5,3,5,4,1,4,4,3,5,2,4,3,4,2,0
0,22,0,0,1,248,11,4,0,1,3,1,3,5,2,4,2,2,5,1,2,4,0
1,41,1,0,1,851,43,56,5,5,4,1,5,2,1,1,1,1,4,1,1,4,0
1,50,1,1,1,2615,0,16,5,2,3,3,3,4,3,5,3,2,3,2,5,5,0
0,30,1,0,0,2873,42,84,2,3,1,3,3,3,3,4,3,3,3,3,3,2,0
0,18,1,1,1,738,0,0,4,1,3,1,3,5,3,2,3,3,4,1,3,5,0
1,27,1,0,0,1562,0,0,5,5,2,4,5,1,4,1,4,4,4,5,4,4,1
1,70,1,1,1,922,0,0,4,1,1,1,4,4,1,1,1,1,3,1,1,3,0
0,64,1,1,2,438,14,9,4,5,5,5,3,5,5,5,3,5,5,2,5,5,0
1,64,1,0,1,109,0,0,2,2,1,1,2,4,1,2,1,1,4,1,1,4,0
1,26,0,0,1,341,0,0,5,1,1,1,3,4,2,2,2,2,1,1,2,5,0
1,38,1,0,1,718,36,39,4,4,4,4,4,3,4,4,4,4,4,4,4,3,1
0,28,0,0,1,1199,20,18,3,3,2,3,3,1,5,1,5,5,2,4,5,2,1
0,41,1,0,0,2574,0,0,5,5,5,5,5,4,4,4,5,5,4,5,4,4,1
1,25,1,0,1,550,16,8,2,2,2,2,2,3,2,3,2,2,4,2,2,4,0
1,60,1,0,0,370,4,1,1,2,3,3,1,2,3,1,4,1,2,2,2,2,0
1,43,1,1,1,819,0,0,2,3,3,3,2,1,5,5,5,5,2,2,5,2,0
0,26,1,1,1,2419,0,0,2,3,4,3,3,4,3,1,3,3,3,3,3,4,0
1,29,1,1,1,1123,13,21,3,1,1,1,3,2,1,4,1,1,2,1,1,1,0
0,58,0,0,1,405,0,41,1,2,3,2,3,4,3,3,3,3,2,2,3,2,0
0,27,1,1,1,1416,0,0,2,0,3,0,3,1,1,1,1,1,3,0,1,2,1
1,32,1,0,0,1721,6,0,5,5,3,5,5,5,5,2,5,5,4,5,5,5,1
1,26,1,1,1,236,0,3,3,0,3,0,2,4,2,3,2,2,3,3,2,5,0
1,41,1,1,2,1464,0,0,5,1,5,1,2,5,5,3,5,5,4,1,5,5,0
1,32,0,0,0,200,6,0,4,4,4,4,3,4,3,2,3,3,4,4,3,5,0
1,33,1,0,0,1713,0,0,5,5,5,5,5,3,5,2,5,5,5,5,5,4,1
0,18,1,1,1,689,0,0,2,4,4,4,3,2,4,1,4,4,3,3,4,4,0
1,32,0,0,0,762,0,0,1,1,5,1,4,3,4,3,4,4,4,1,4,5,0
0,50,1,0,0,2475,41,35,2,2,2,2,2,2,2,3,2,2,4,2,2,4,0
1,16,1,1,1,1009,26,15,5,5,5,5,4,3,4,2,4,4,4,5,4,4,1
0,25,1,0,1,448,0,0,4,4,4,3,4,2,4,3,3,3,4,3,3,3,0
1,70,1,1,1,989,0,0,5,2,5,2,3,4,4,5,4,4,4,2,4,4,0
0,23,1,0,1,373,33,28,2,2,5,4,2,5,3,1,4,4,3,4,4,4,1
1,27,1,1,1,414,0,12,3,4,5,4,1,3,1,2,5,5,1,4,5,3,0
0,23,1,0,2,214,0,0,1,1,5,4,1,1,4,5,4,4,1,4,4,2,1
0,58,1,0,0,2850,15,12,5,3,3,4,3,2,4,2,4,2,2,3,2,2,1
0,29,1,0,0,3044,0,0,5,3,3,5,3,3,4,4,4,4,4,3,4,5,1
1,12,1,1,1,728,0,0,3,2,1,2,3,3,4,5,4,4,3,2,4,4,0
1,51,1,0,1,861,0,3,2,2,2,3,2,1,3,3,3,3,4,3,3,3,0
1,39,0,0,0,936,17,7,2,2,3,2,3,4,2,3,2,2,4,2,2,5,1
0,29,1,1,1,1464,30,6,5,5,4,5,3,5,4,5,4,4,4,5,4,5,1
1,35,1,1,1,305,0,12,2,3,2,3,3,4,4,1,4,4,4,3,4,4,0
1,51,1,1,1,356,0,2,4,3,3,3,2,4,4,5,2,2,4,3,2,4,0
1,39,1,0,0,1968,42,31,1,5,3,3,5,2,4,2,2,3,2,2,2,2,0
0,49,1,1,1,926,0,0,4,2,5,5,5,1,5,2,5,3,1,3,1,1,0
1,57,1,1,1,1208,0,0,2,2,3,2,4,1,3,5,5,5,3,2,5,3,0
1,56,1,0,0,2556,0,0,4,5,4,4,4,2,3,2,5,3,2,4,2,2,1
0,22,0,0,1,628,23,28,2,3,4,3,3,1,4,2,4,4,4,3,4,4,0
1,55,1,1,1,440,0,0,3,2,1,2,3,4,1,3,1,1,1,2,1,1,0
1,48,1,0,0,2853,19,0,2,2,4,5,2,4,4,4,2,2,4,2,4,4,1
0,47,1,0,0,404,0,7,1,1,3,5,1,5,4,5,4,3,5,1,5,5,1
0,56,1,0,0,416,0,0,2,2,3,5,2,3,2,3,1,5,3,2,3,3,1
1,46,1,0,1,516,6,29,2,2,2,5,2,5,5,1,5,5,3,5,5,1,1
1,53,1,0,0,2319,13,6,2,4,4,4,2,4,4,4,2,5,4,4,4,4,0
0,54,1,0,0,2190,0,0,5,5,4,5,5,5,5,4,4,3,5,5,5,5,1
1,36,0,0,1,898,0,0,2,2,5,2,2,3,2,2,2,2,3,2,2,1,0
1,38,0,0,1,528,0,1,4,3,3,3,4,4,1,5,3,3,3,2,3,3,0
0,50,1,0,0,2993,3,0,4,4,5,4,4,4,4,4,5,4,4,4,4,4,1
1,11,1,0,1,1011,0,0,1,1,3,1,1,4,1,5,1,1,2,1,1,3,0
0,46,1,0,0,483,0,0,3,3,4,5,3,4,5,4,4,4,4,3,4,4,1
0,46,1,0,0,581,0,0,3,3,5,5,3,4,5,4,3,3,4,3,4,4,1
0,43,1,0,0,1972,20,6,3,3,3,4,3,2,4,2,5,3,2,3,2,2,1
1,16,1,1,1,153,0,0,4,4,4,4,2,4,3,4,2,2,4,4,2,4,1
0,40,1,1,1,1660,2,0,0,3,3,3,3,5,5,4,5,5,4,3,5,4,0
1,66,1,1,1,1121,13,6,5,3,5,3,5,4,4,3,2,2,4,3,2,5,0
1,40,1,0,0,2400,0,0,3,4,3,4,4,5,5,5,3,2,5,4,5,5,1
0,53,1,1,1,546,15,4,2,4,2,3,2,3,2,4,1,3,3,4,3,4,1
1,57,1,0,0,2865,25,16,2,1,3,5,2,5,4,5,5,5,5,2,5,5,1
1,8,1,1,1,731,25,52,2,3,3,3,3,1,4,5,4,4,3,3,4,4,0
1,16,1,0,0,2475,0,0,3,3,4,1,3,1,1,5,1,1,3,1,1,3,0
1,44,1,1,1,439,0,0,4,3,5,3,2,3,3,4,3,3,5,4,3,4,1
0,23,0,0,1,925,8,2,3,3,5,3,3,3,4,4,4,4,5,3,4,4,0
1,32,1,0,0,2586,0,0,1,1,4,4,1,2,4,5,4,4,5,1,5,4,1
0,10,1,1,1,738,0,0,1,2,1,2,1,1,1,5,1,1,2,2,1,1,0
0,49,1,0,0,2890,0,0,5,4,5,4,5,5,4,5,4,3,5,5,5,5,1
1,35,1,0,0,1864,0,0,3,3,2,5,3,2,4,2,4,4,2,3,2,2,1
0,31,1,1,1,361,0,0,5,4,5,4,3,3,4,5,4,4,5,2,4,4,0
1,31,1,1,2,1009,9,6,5,2,4,2,5,2,2,1,2,2,1,2,2,1,0
1,53,1,0,0,2475,3,0,5,5,5,4,5,5,5,5,4,3,5,5,5,5,1
1,43,1,0,0,1045,0,0,2,2,5,5,2,4,5,4,4,3,4,2,4,4,1
1,57,1,1,1,237,0,0,5,2,5,2,1,5,3,4,3,3,5,2,3,4,0
0,39,1,0,1,309,7,5,2,1,2,5,2,5,5,3,5,5,1,5,5,2,1
0,17,0,0,1,967,32,19,5,5,4,5,5,4,1,2,1,1,1,5,1,4,1
0,64,1,1,1,1242,0,0,5,2,4,3,3,2,5,2,3,4,2,2,2,2,0
1,27,0,0,0,416,17,18,4,4,5,4,5,3,4,5,4,4,4,4,4,4,1
1,14,0,0,1,1310,11,9,1,1,2,1,3,1,1,1,4,4,3,1,4,3,0
1,60,1,0,2,989,0,0,2,2,1,5,2,2,5,3,5,5,2,5,5,5,1
1,58,1,0,0,294,0,2,4,4,1,4,4,4,5,4,5,1,4,4,4,4,1
1,24,1,1,1,125,0,0,4,5,4,5,3,5,2,5,2,2,5,5,2,3,1
1,53,1,0,0,2064,0,0,5,5,3,2,5,5,1,5,1,2,5,5,5,5,1
0,17,1,0,1,896,0,0,2,2,1,4,2,4,5,5,4,4,2,4,4,2,1
0,25,1,0,0,447,19,14,2,2,4,4,2,5,4,4,4,4,5,2,4,4,1
0,28,1,1,1,1773,0,0,5,0,4,0,5,4,3,5,3,3,2,1,3,5,0
0,42,1,0,0,607,0,0,3,3,3,3,3,4,1,4,4,5,4,3,4,4,1
1,39,0,0,1,628,33,26,4,2,2,2,3,3,3,5,1,1,4,2,1,3,0
0,48,1,0,1,397,0,0,4,4,5,5,4,4,1,4,5,5,4,4,4,4,1
1,43,1,0,0,2399,0,20,4,4,5,5,4,3,5,4,5,5,3,4,3,5,1
1,26,0,0,0,280,0,6,2,2,2,2,2,2,2,3,2,2,3,2,2,2,0
0,20,0,0,1,502,1,0,0,1,5,1,3,5,2,4,2,2,5,1,2,4,0
1,27,0,0,0,547,28,21,2,2,2,2,3,4,3,4,3,3,3,2,3,3,0
0,16,1,1,1,883,0,0,4,2,2,2,3,1,1,1,1,1,3,2,1,4,0
0,44,1,0,0,1576,0,0,2,2,4,5,2,5,4,5,4,3,5,2,5,5,1
1,55,1,0,0,1520,0,0,2,2,4,5,2,5,5,5,4,3,5,2,5,5,1
0,25,0,0,1,595,0,0,0,3,4,3,1,2,4,1,4,4,3,3,4,5,0
0,46,1,0,0,2981,0,0,3,3,5,1,3,5,3,5,3,4,5,3,5,5,1
1,39,1,0,0,1640,0,0,0,0,3,4,3,1,5,1,4,5,1,0,1,1,1
1,44,1,0,1,507,0,0,0,0,1,1,4,3,1,2,1,1,4,1,1,4,0
1,59,1,0,0,632,0,0,2,5,5,5,2,4,5,4,5,2,4,2,4,4,1
0,26,0,0,0,356,21,17,3,4,3,4,2,4,4,2,4,4,5,4,4,5,1
1,34,1,0,0,1616,0,0,2,4,5,5,2,5,4,5,4,2,5,2,5,5,1
0,34,1,0,0,1733,7,0,4,4,5,4,4,4,5,4,4,5,4,4,4,4,1
0,11,1,1,1,255,2,0,3,0,5,0,4,5,1,2,1,1,5,3,1,4,0
1,43,1,0,0,2475,2,16,2,2,2,2,2,5,2,1,2,3,4,2,2,3,0
0,54,1,0,1,548,0,0,5,5,2,4,5,4,1,4,2,3,4,4,4,4,1
0,57,0,0,1,262,0,0,3,3,2,3,2,1,4,5,5,5,2,3,5,2,0
0,54,1,0,0,2586,1,0,5,5,4,4,5,2,4,3,4,4,5,5,4,4,1
0,41,1,0,0,590,0,0,3,5,3,5,3,2,4,2,3,4,2,3,2,2,1
0,7,1,1,1,967,22,12,2,3,3,3,3,4,5,2,5,5,4,3,5,4,0
1,31,1,0,1,236,30,36,4,3,2,1,4,2,1,2,1,1,4,1,1,3,0
1,30,1,0,0,1050,0,0,2,2,1,5,2,5,5,3,5,5,2,2,5,4,1
0,33,1,0,1,1173,0,0,5,4,2,4,5,3,4,4,4,4,5,4,4,2,1
1,43,0,0,0,1471,0,0,5,5,5,5,4,4,5,2,5,5,4,5,5,4,1
1,21,0,0,1,993,0,0,4,4,4,4,3,5,5,3,5,5,4,4,5,5,1
1,35,1,0,0,1235,0,0,1,1,5,4,1,2,4,2,5,2,2,1,2,2,1
0,31,1,1,1,836,0,0,4,0,4,0,2,3,5,5,5,5,5,0,5,4,1
1,45,1,0,0,1532,0,0,3,2,3,4,3,5,4,5,3,3,5,3,5,5,1
0,44,1,0,0,2867,40,56,4,4,4,3,4,3,4,3,3,2,3,3,3,3,0
0,16,1,1,2,719,10,16,4,2,4,2,4,5,5,5,3,3,5,2,3,5,0
1,38,1,0,1,277,0,14,5,5,4,2,5,2,2,3,2,2,4,2,2,4,0
0,26,0,0,2,128,0,0,5,5,5,5,1,4,2,2,2,2,5,5,2,2,1
0,41,0,0,0,1535,0,0,1,1,5,1,4,3,5,4,5,5,4,1,5,5,0
1,49,1,0,0,2868,6,0,4,4,3,4,4,5,5,5,5,2,5,4,5,5,1
1,31,1,1,2,192,19,4,5,3,4,3,3,4,1,2,1,1,4,3,1,4,0
0,75,1,0,1,125,0,0,1,1,2,2,1,3,2,3,3,1,3,3,3,3,0
1,25,1,0,1,748,0,0,3,3,2,4,3,2,5,2,4,4,5,4,4,5,1
0,51,1,0,0,3022,0,0,5,5,5,4,5,5,4,5,4,5,5,5,5,5,1
0,41,1,1,1,2631,11,0,5,4,5,4,3,5,2,2,2,2,4,4,2,4,1
1,56,1,0,1,337,1,0,4,4,1,1,4,4,1,2,1,1,3,1,1,4,0
1,11,1,1,1,811,32,64,4,4,5,4,1,4,1,3,1,1,1,4,1,1,0
